Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 64.0.3282.167,,2018-02-19 08:23:20,2018-02-19 08:23:21,0.573s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:21,2018-02-19 08:23:23,2.744s,PASSED
waitForElementClickable,Chrome 64.0.3282.167,,2018-02-19 08:23:23,2018-02-19 08:23:23,0.048s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:23,2018-02-19 08:23:24,0.067s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.045s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.108s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.098s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.129s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.071s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.038s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.135s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.139s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.072s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:24,0.034s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:24,2018-02-19 08:23:25,0.154s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.158s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.070s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.164s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.035s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.106s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.063s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.036s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:25,0.055s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:25,2018-02-19 08:23:26,1.079s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:26,2018-02-19 08:23:27,0.553s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:27,2018-02-19 08:23:27,0.059s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:27,2018-02-19 08:23:28,1.057s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:28,2018-02-19 08:23:28,0.158s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:28,2018-02-19 08:23:28,0.161s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:23:28,2018-02-19 08:23:29,0.165s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:29,2018-02-19 08:23:29,0.036s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:29,2018-02-19 08:23:29,0.085s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:23:29,2018-02-19 08:23:30,1.065s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:23:30,2018-02-19 08:23:30,0.113s,FAILED
