Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.075s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.088s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.092s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.078s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.035s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.127s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.088s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.064s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:22,0.033s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:22,2018-02-19 09:05:23,0.138s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.144s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.056s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.147s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.031s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.072s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.047s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.031s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:23,0.048s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:23,2018-02-19 09:05:24,1.088s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:24,2018-02-19 09:05:25,0.545s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:25,2018-02-19 09:05:25,0.054s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:25,2018-02-19 09:05:26,1.069s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:26,2018-02-19 09:05:26,0.147s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:26,2018-02-19 09:05:26,0.150s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:26,2018-02-19 09:05:26,0.160s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:26,2018-02-19 09:05:26,0.037s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:26,2018-02-19 09:05:27,0.063s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:27,2018-02-19 09:05:28,1.071s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:28,2018-02-19 09:05:28,0.122s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:28,2018-02-19 09:05:28,0.034s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:05:28,2018-02-19 09:05:28,0.149s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:28,2018-02-19 09:05:29,1.063s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:29,2018-02-19 09:05:29,0.032s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:29,2018-02-19 09:05:29,0.084s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:29,2018-02-19 09:05:31,1.582s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:31,2018-02-19 09:05:31,0.105s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:31,2018-02-19 09:05:33,2.093s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:33,2018-02-19 09:05:33,0.103s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:33,2018-02-19 09:05:33,0.033s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:33,2018-02-19 09:05:33,0.063s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:05:33,2018-02-19 09:05:37,3.861s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:05:37,2018-02-19 09:05:37,0.049s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-19 09:05:37,2018-02-19 09:05:37,0.081s,PASSED
