Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:03,2018-02-19 08:24:04,0.548s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:04,2018-02-19 08:24:04,0.070s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:04,2018-02-19 08:24:05,1.060s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:24:05,2018-02-19 08:24:05,0.156s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:24:05,2018-02-19 08:24:05,0.158s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:24:05,2018-02-19 08:24:06,0.169s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:06,2018-02-19 08:24:06,0.046s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:06,2018-02-19 08:24:06,0.066s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:06,2018-02-19 08:24:07,1.089s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:07,2018-02-19 08:24:07,0.081s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:07,2018-02-19 08:24:07,0.038s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:24:07,2018-02-19 08:24:07,0.159s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:07,2018-02-19 08:24:08,1.063s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:08,2018-02-19 08:24:08,0.039s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:08,2018-02-19 08:24:08,0.073s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:08,2018-02-19 08:24:10,1.570s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:10,2018-02-19 08:24:10,0.098s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:10,2018-02-19 08:24:12,1.570s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:12,2018-02-19 08:24:12,0.104s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:12,2018-02-19 08:24:12,0.032s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:12,2018-02-19 08:24:12,0.047s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:24:12,2018-02-19 08:24:16,4.136s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:24:16,2018-02-19 08:24:16,0.049s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-19 08:24:16,2018-02-19 08:24:16,0.092s,PASSED
