Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.141s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.151s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.057s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.149s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.041s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.080s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.046s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:45,0.035s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:45,2018-02-19 09:02:46,0.049s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:46,2018-02-19 09:02:47,1.093s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:47,2018-02-19 09:02:47,0.547s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:47,2018-02-19 09:02:47,0.055s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:47,2018-02-19 09:02:48,1.062s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:02:48,2018-02-19 09:02:48,0.149s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:02:48,2018-02-19 09:02:49,0.155s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:02:49,2018-02-19 09:02:49,0.158s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:49,2018-02-19 09:02:49,0.035s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:49,2018-02-19 09:02:49,0.072s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:49,2018-02-19 09:02:50,1.576s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:50,2018-02-19 09:02:51,0.093s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:51,2018-02-19 09:02:51,0.036s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 09:02:51,2018-02-19 09:02:51,0.161s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:51,2018-02-19 09:02:52,1.068s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:52,2018-02-19 09:02:52,0.034s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:52,2018-02-19 09:02:52,0.070s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:52,2018-02-19 09:02:53,1.576s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:53,2018-02-19 09:02:54,0.105s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:54,2018-02-19 09:02:55,1.581s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:55,2018-02-19 09:02:55,0.101s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:55,2018-02-19 09:02:55,0.033s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:02:55,2018-02-19 09:02:55,0.054s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 09:02:55,2018-02-19 09:03:00,4.156s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 09:03:00,2018-02-19 09:03:00,0.051s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-19 09:03:00,2018-02-19 09:03:00,0.078s,PASSED
